# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.08685e-07 to 53.857 h/Mpc,
# number of wavenumbers equal to 6836
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                
       6.459793987946e-05      -4.948067076973e-02      -3.786369717538e-02      -3.786373275950e-02      -4.945772271078e-02      -3.786737365313e-02      -3.786172482815e-02      -3.783704638263e-02      -3.786498753825e-02      -3.786611012040e-02       4.714752916925e-01       4.713703875918e-01 
       6.526970572677e-05      -5.049385374559e-02      -3.865525497297e-02      -3.865529205774e-02      -5.046994401370e-02      -3.865777053894e-02      -3.865316014552e-02      -3.862804304554e-02      -3.865657173675e-02      -3.865771330975e-02       4.714746647138e-01       4.713698235268e-01 
       6.594192721629e-05      -5.151733869109e-02      -3.945554531081e-02      -3.945558394418e-02      -5.149243694233e-02      -3.945683573376e-02      -3.945332327017e-02      -3.942776589206e-02      -3.945688874283e-02      -3.945804933158e-02       4.714740308852e-01       4.713692532770e-01 
       6.661460929920e-05      -5.255112618278e-02      -4.026459079367e-02      -4.026463102464e-02      -5.252520141519e-02      -4.026459011981e-02      -4.026223669188e-02      -4.023623750543e-02      -4.026596116119e-02      -4.026714078517e-02       4.714733901909e-01       4.713686768275e-01 
       6.728775693730e-05      -5.359521675408e-02      -4.108241429177e-02      -4.108245617046e-02      -5.356823729929e-02      -4.108105482033e-02      -4.107992316424e-02      -4.105348073413e-02      -4.108381186205e-02      -4.108501053523e-02       4.714727426151e-01       4.713680941632e-01 
       6.796137510323e-05      -5.464961089366e-02      -4.190903894203e-02      -4.190908251965e-02      -5.462154440843e-02      -4.190625120057e-02      -4.190640570587e-02      -4.187951869299e-02      -4.191046398226e-02      -4.191168171304e-02       4.714720881416e-01       4.713675052689e-01 
       6.863546878052e-05      -5.571430904378e-02      -4.274448814927e-02      -4.274453347814e-02      -5.568512250152e-02      -4.274020086877e-02      -4.274170760161e-02      -4.271437476454e-02      -4.274594092661e-02      -4.274717771770e-02       4.714714267542e-01       4.713669101293e-01 
       6.931004296376e-05      -5.678931159863e-02      -4.358878558744e-02      -4.358883272101e-02      -5.675897128079e-02      -4.358292567715e-02      -4.358585240373e-02      -4.355807260011e-02      -4.359026636900e-02      -4.359152221740e-02       4.714707584365e-01       4.713663087287e-01 
       6.998510265868e-05      -5.787461890262e-02      -4.444195520091e-02      -4.444200419378e-02      -5.784309039011e-02      -4.443444772292e-02      -4.443886393319e-02      -4.441063612122e-02      -4.444346425374e-02      -4.444473915063e-02       4.714700831718e-01       4.713657010516e-01 
       7.066065288229e-05      -5.897023124868e-02      -4.530402120568e-02      -4.530407211363e-02      -5.893747941317e-02      -4.529478934931e-02      -4.530076628088e-02      -4.527208952072e-02      -4.530555879680e-02      -4.530685272747e-02       4.714694009434e-01       4.713650870819e-01 
       7.133669866302e-05      -6.007614887650e-02      -4.617500809074e-02      -4.617506097070e-02      -6.004213787167e-02      -4.616397314657e-02      -4.617158380889e-02      -4.614245726416e-02      -4.617657448708e-02      -4.617788743085e-02       4.714687117343e-01       4.713644668036e-01 
       7.201324504082e-05      -6.119237197076e-02      -4.705494061929e-02      -4.705499552941e-02      -6.115706522353e-02      -4.704202195305e-02      -4.705134115181e-02      -4.702176409106e-02      -4.705653608774e-02      -4.705786801789e-02       4.714680155272e-01       4.713638402005e-01 
       7.269029706728e-05      -6.231890065935e-02      -4.794384383012e-02      -4.794390082974e-02      -6.228226086101e-02      -4.792895885622e-02      -4.794006321796e-02      -4.791003501621e-02      -4.794546863751e-02      -4.794681952119e-02       4.714673123049e-01       4.713632072560e-01 
       7.336785980576e-05      -6.345573501156e-02      -4.884174303890e-02      -4.884180218862e-02      -6.341772410883e-02      -4.882480719378e-02      -4.883777519080e-02      -4.880729533103e-02      -4.884339745200e-02      -4.884476725015e-02       4.714666020498e-01       4.713625679537e-01 
       7.404593833152e-05      -6.460287503622e-02      -4.974866383958e-02      -4.974872520120e-02      -6.456345422229e-02      -4.972959055467e-02      -4.974450253018e-02      -4.971357060488e-02      -4.975034812507e-02      -4.975173679234e-02       4.714658847442e-01       4.713619222767e-01 
       7.472453773183e-05      -6.576032067982e-02      -5.066463210566e-02      -5.066469574228e-02      -6.571945038531e-02      -5.064333278022e-02      -5.066027097374e-02      -5.062888668645e-02      -5.066634653015e-02      -5.066775401484e-02       4.714651603702e-01       4.713612702080e-01 
       7.540366310612e-05      -6.692807182468e-02      -5.158967399166e-02      -5.158973996764e-02      -6.688571170851e-02      -5.156605796524e-02      -5.158510653820e-02      -5.155326970512e-02      -5.159141882171e-02      -5.159284506563e-02       4.714644289096e-01       4.713606117305e-01 
       7.608331956606e-05      -6.810612828695e-02      -5.252381593448e-02      -5.252388431547e-02      -6.806223722718e-02      -5.249779045911e-02      -5.251903552082e-02      -5.248674607236e-02      -5.252559143654e-02      -5.252703637501e-02       4.714636903441e-01       4.713599468269e-01 
       7.676351223573e-05      -6.929448981472e-02      -5.346708465480e-02      -5.346715550777e-02      -6.924902589934e-02      -5.343855486694e-02      -5.346208450073e-02      -5.342934248313e-02      -5.346889109524e-02      -5.347035465693e-02       4.714629446554e-01       4.713592754797e-01 
       7.744424625172e-05      -7.049315608603e-02      -5.441950715852e-02      -5.441958055177e-02      -7.044607660362e-02      -5.438837605066e-02      -5.441428034035e-02      -5.438108591734e-02      -5.442134480364e-02      -5.442282691053e-02       4.714621918247e-01       4.713585976711e-01 
       7.812552676328e-05      -7.170212670689e-02      -5.538111073821e-02      -5.538118674138e-02      -7.165338813728e-02      -5.534727913022e-02      -5.537565018684e-02      -5.534200364122e-02      -5.538297985419e-02      -5.538448042147e-02       4.714614318331e-01       4.713579133833e-01 
       7.880735893241e-05      -7.292140120924e-02      -5.635192297455e-02      -5.635200165865e-02      -7.287095921407e-02      -5.631528948475e-02      -5.634622147350e-02      -5.631212320886e-02      -5.635382382750e-02      -5.635534276347e-02       4.714606646617e-01       4.713572225982e-01 
       7.948974793401e-05      -7.415097904889e-02      -5.733197173783e-02      -5.733205317525e-02      -7.409878846211e-02      -5.729243275370e-02      -5.732602192126e-02      -5.729147246362e-02      -5.733390459374e-02      -5.733544179976e-02       4.714598902911e-01       4.713565252976e-01 
       8.017269895601e-05      -7.539085960348e-02      -5.832128518942e-02      -5.832136945395e-02      -7.533687442180e-02      -5.827873483806e-02      -5.831507954012e-02      -5.828007953968e-02      -5.832325031419e-02      -5.832480568455e-02       4.714591087019e-01       4.713558214631e-01 
       8.085621719950e-05      -7.664104217033e-02      -5.931989178331e-02      -5.931997895016e-02      -7.658521554357e-02      -5.927422190153e-02      -5.931342263068e-02      -5.927797286349e-02      -5.932188944273e-02      -5.932346286459e-02       4.714583198745e-01       4.713551110760e-01 
       8.154030787884e-05      -7.790152596434e-02      -6.032782026760e-02      -6.032791041341e-02      -7.784381018573e-02      -6.027892037179e-02      -6.032107978559e-02      -6.028518115534e-02      -6.032985072733e-02      -6.033144208063e-02       4.714575237891e-01       4.713543941175e-01 
       8.222497622180e-05      -7.917231011582e-02      -6.134509968609e-02      -6.134519288895e-02      -7.911265661223e-02      -6.129285694165e-02      -6.133807989113e-02      -6.130173343086e-02      -6.134716321169e-02      -6.134877236903e-02       4.714567204256e-01       4.713536705686e-01 
       8.291022746969e-05      -8.045339366830e-02      -6.237175937979e-02      -6.237185571929e-02      -8.039175299040e-02      -6.231605857037e-02      -6.236445212872e-02      -6.232765900263e-02      -6.237385623669e-02      -6.237548306328e-02       4.714559097638e-01       4.713529404102e-01 
       8.359606687749e-05      -8.174477557630e-02      -6.340782898854e-02      -6.340792854574e-02      -8.168109738864e-02      -6.334855248484e-02      -6.340022597646e-02      -6.336298748173e-02      -6.340995944204e-02      -6.341160379558e-02       4.714550917833e-01       4.713522036229e-01 
       8.428249971398e-05      -8.304645470310e-02      -6.445333845259e-02      -6.445344131007e-02      -8.298068777414e-02      -6.439036618090e-02      -6.444543121075e-02      -6.440774877930e-02      -6.445550276787e-02      -6.445716449846e-02       4.714542664635e-01       4.713514601870e-01 
       8.496953126187e-05      -8.435842981847e-02      -6.550831801422e-02      -6.550842425609e-02      -8.429052201049e-02      -6.544152742458e-02      -6.550009790783e-02      -6.546197310824e-02      -6.551051645631e-02      -6.551219540637e-02       4.714534337835e-01       4.713507100829e-01 
       8.565716681793e-05      -8.568069959635e-02      -6.657279821937e-02      -6.657290793128e-02      -8.561059785536e-02      -6.650206425342e-02      -6.656425644542e-02      -6.652569098475e-02      -6.657503105314e-02      -6.657672705731e-02       4.714525937224e-01       4.713499532906e-01 
       8.634541169312e-05      -8.701326261250e-02      -6.764680991926e-02      -6.764692318846e-02      -8.694091295803e-02      -6.757200497774e-02      -6.763793750434e-02      -6.759893323001e-02      -6.764907740948e-02      -6.765079029450e-02       4.714517462589e-01       4.713491897899e-01 
       8.703427121273e-05      -8.835611734220e-02      -6.873038427213e-02      -6.873050118743e-02      -8.828146485697e-02      -6.865137818200e-02      -6.872117207014e-02      -6.868173097186e-02      -6.873268668336e-02      -6.873441626802e-02       4.714508913716e-01       4.713484195606e-01 
       8.772375071651e-05      -8.970926215776e-02      -6.982355274484e-02      -6.982367339667e-02      -8.963225097740e-02      -6.974021272611e-02      -6.981399143477e-02      -6.977411564648e-02      -6.982589034152e-02      -6.982763643652e-02       4.714500290388e-01       4.713476425819e-01 
       8.841385555878e-05      -9.107269532618e-02      -7.092634711463e-02      -7.092647159506e-02      -9.099326862876e-02      -7.083853774675e-02      -7.091642719827e-02      -7.087611900007e-02      -7.092872016103e-02      -7.093048256891e-02       4.714491592388e-01       4.713468588334e-01 
       8.910459110862e-05      -9.244641500665e-02      -7.203879947083e-02      -7.203892787356e-02      -9.236451500217e-02      -7.194638265878e-02      -7.202851127043e-02      -7.198777309057e-02      -7.204120823103e-02      -7.204298674605e-02       4.714482819495e-01       4.713460682939e-01 
       8.979596274994e-05      -9.383041924806e-02      -7.316094221658e-02      -7.316107463701e-02      -9.374598716791e-02      -7.306377715656e-02      -7.315027587256e-02      -7.310911028943e-02      -7.316338695450e-02      -7.316518136257e-02       4.714473971487e-01       4.713452709424e-01 
       9.048797588165e-05      -9.522470598652e-02      -7.429280807062e-02      -7.429294460583e-02      -9.513768207276e-02      -7.419075121538e-02      -7.428175353916e-02      -7.424016328334e-02      -7.429528905000e-02      -7.429709912853e-02       4.714465048139e-01       4.713444667575e-01 
       9.118063591779e-05      -9.662927304274e-02      -7.543443006905e-02      -7.543457081783e-02      -9.653959653742e-02      -7.532733509281e-02      -7.542297711973e-02      -7.538096507601e-02      -7.543694755343e-02      -7.543877307127e-02       4.714456049225e-01       4.713436557178e-01 
       9.187394828768e-05      -9.804411811954e-02      -7.658584156712e-02      -7.658598663000e-02      -9.795172725384e-02      -7.647355933015e-02      -7.657397978048e-02      -7.653154898995e-02      -7.658839581984e-02      -7.659023653718e-02       4.714446974516e-01       4.713428378014e-01 
       9.256791843602e-05      -9.946923879916e-02      -7.774707624106e-02      -7.774722572033e-02      -9.937407078251e-02      -7.762945475386e-02      -7.773479500618e-02      -7.769194866832e-02      -7.774966752528e-02      -7.775152319350e-02       4.714437823781e-01       4.713420129864e-01 
       9.326255182306e-05      -1.009046325406e-01      -7.891816808991e-02      -7.891832208964e-02      -1.008066235497e-01      -7.879505247697e-02      -7.890545660193e-02      -7.886219807672e-02      -7.892079666856e-02      -7.892266703018e-02       4.714428596788e-01       4.713411812508e-01 
       9.395785392472e-05      -1.023502966771e-01      -8.009915143737e-02      -8.009931006343e-02      -1.022493818449e-01      -7.997038390054e-02      -8.008599869497e-02      -8.004233150507e-02      -8.010181757318e-02      -8.010370236171e-02       4.714419293301e-01       4.713403425721e-01 
       9.465383023274e-05      -1.038062284131e-01      -8.129006093368e-02      -8.129022429376e-02      -1.037023418176e-01      -8.115548071514e-02      -8.127645573657e-02      -8.123238356948e-02      -8.129276488915e-02      -8.129466382901e-02       4.714409913084e-01       4.713394969279e-01 
       9.535048625481e-05      -1.052724248219e-01      -8.249093155751e-02      -8.249109976115e-02      -1.051654994749e-01      -8.235037490235e-02      -8.247686250388e-02      -8.243238921410e-02      -8.249367359490e-02      -8.249558640131e-02       4.714400455898e-01       4.713386442953e-01 
       9.604782751470e-05      -1.067488828426e-01      -8.370179861785e-02      -8.370197177647e-02      -1.066388506785e-01      -8.355509873621e-02      -8.368725410176e-02      -8.364238371310e-02      -8.370457899922e-02      -8.370650537807e-02       4.714390921500e-01       4.713377846513e-01 
       9.674585955243e-05      -1.082355992772e-01      -8.492269775601e-02      -8.492287598289e-02      -1.081223911417e-01      -8.476968478476e-02      -8.490766596478e-02      -8.486240267254e-02      -8.492551674313e-02      -8.492745639090e-02       4.714381309648e-01       4.713369179729e-01 
       9.744458792438e-05      -1.097325707883e-01      -8.615366494747e-02      -8.615384835785e-02      -1.096161164264e-01      -8.599416591156e-02      -8.613813385906e-02      -8.609248203233e-02      -8.615652280190e-02      -8.615847540552e-02       4.714371620096e-01       4.713360442366e-01 
       9.814401820344e-05      -1.112397938953e-01      -8.739473650395e-02      -8.739492521498e-02      -1.111200219405e-01      -8.722857527725e-02      -8.737869388423e-02      -8.733265806822e-02      -8.739763348697e-02      -8.739959872372e-02       4.714361852595e-01       4.713351634189e-01 
       9.884415597916e-05      -1.127572649725e-01      -8.864594907534e-02      -8.864614320614e-02      -1.126341029345e-01      -8.847294634106e-02      -8.862938247544e-02      -8.858296739378e-02      -8.864888544797e-02      -8.865086298538e-02       4.714352006897e-01       4.713342754959e-01 
       9.954500685788e-05      -1.142849802452e-01      -8.990733965175e-02      -8.990753932344e-02      -1.141583544988e-01      -8.972731286240e-02      -8.989023640527e-02      -8.984344696241e-02      -8.991031567473e-02      -8.991230517044e-02       4.714342082749e-01       4.713333804436e-01 
